transaction_id,merchant_id,merchant_name,mcc,amount,currency,transaction_date,card_bin,card_last_four,card_type,issuer_country,processor_name,status
TXN-00396,MERCH-003,Tokopulse Premium Subscription,5816,709984.10,IDR,2026-04-26,411511,0539,debit,ID,ProcessorGamma,approved
TXN-00397,MERCH-004,Tokopulse Gaming,5968,115.57,GBP,2026-04-10,424242,2439,prepaid,GB,ProcessorBeta,approved
TXN-00398,MERCH-002,Tokopulse Marketplace,5411,99063.99,IDR,2026-03-17,601100,8590,prepaid,ID,ProcessorAlpha,approved
TXN-00399,MERCH-001,Tokopulse Wallet Topup,5411,13.80,USD,2026-04-04,510510,3285,debit,SG,ProcessorGamma,approved
TXN-00400,MERCH-003,Tokopulse Premium Subscription,5999,272.65,USD,2026-02-11,510510,3722,prepaid,US,ProcessorAlpha,approved
TXN-00401,MERCH-003,Tokopulse Premium Subscription,5999,54.83,USD,2026-01-31,411111,4915,credit,US,ProcessorAlpha,declined
TXN-00402,MERCH-002,Tokopulse Marketplace,5912,368565.06,IDR,2026-03-14,549920,4886,credit,ID,ProcessorBeta,approved
TXN-00403,MERCH-004,Tokopulse Gaming,5999,60.91,USD,2026-02-20,453210,0552,credit,NG,ProcessorBeta,approved
TXN-00404,MERCH-001,Tokopulse Wallet Topup,5816,210.59,GBP,2026-03-17,601100,2685,debit,GB,ProcessorAlpha,approved
TXN-00405,MERCH-002,Tokopulse Marketplace,5411,18639.50,IDR,2026-04-23,552233,2441,debit,ID,ProcessorGamma,approved
TXN-00406,MERCH-001,Tokopulse Wallet Topup,5816,127510.57,IDR,2026-03-06,453210,7664,credit,ID,ProcessorAlpha,approved
TXN-00407,MERCH-002,Tokopulse Marketplace,5816,255.86,USD,2026-03-18,401234,9097,credit,SG,ProcessorGamma,approved
TXN-00408,MERCH-002,Tokopulse Marketplace,5999,253.39,USD,2026-02-12,545454,8001,prepaid,NG,ProcessorAlpha,declined
TXN-00409,MERCH-002,Tokopulse Marketplace,5816,48.09,USD,2026-02-21,470100,0506,debit,NG,ProcessorAlpha,approved
TXN-00410,MERCH-004,Tokopulse Gaming,5816,149.52,USD,2026-02-15,401234,3832,credit,SG,ProcessorAlpha,approved
TXN-00411,MERCH-001,Tokopulse Wallet Topup,5999,262912.00,IDR,2026-02-12,545454,2862,debit,ID,ProcessorAlpha,approved
TXN-00412,MERCH-003,Tokopulse Premium Subscription,5912,297.97,USD,2026-02-23,453210,6749,debit,NG,ProcessorAlpha,declined
TXN-00413,MERCH-001,Tokopulse Wallet Topup,5816,554309.76,IDR,2026-04-27,453210,2299,credit,ID,ProcessorAlpha,approved
TXN-00414,MERCH-002,Tokopulse Marketplace,5411,355.76,GBP,2026-02-08,545454,7859,credit,GB,ProcessorGamma,approved
TXN-00415,MERCH-004,Tokopulse Gaming,5411,454.51,USD,2026-04-18,411511,0824,debit,NG,ProcessorBeta,approved
TXN-00416,MERCH-004,Tokopulse Gaming,5411,293.47,GBP,2026-04-04,453210,2210,debit,GB,ProcessorBeta,approved
TXN-00417,MERCH-003,Tokopulse Premium Subscription,5912,417.07,USD,2026-04-28,411111,8404,debit,NG,ProcessorBeta,approved
TXN-00418,MERCH-001,Tokopulse Wallet Topup,5816,191477.93,IDR,2026-04-16,453210,8071,prepaid,ID,ProcessorAlpha,approved
TXN-00419,MERCH-001,Tokopulse Wallet Topup,5411,397.86,GBP,2026-04-28,601100,6209,debit,GB,ProcessorGamma,approved
TXN-00420,MERCH-001,Tokopulse Wallet Topup,5411,333.32,GBP,2026-03-26,545454,8012,prepaid,GB,ProcessorGamma,approved
TXN-00421,MERCH-001,Tokopulse Wallet Topup,5912,208.35,USD,2026-03-10,453210,3500,credit,SG,ProcessorAlpha,approved
TXN-00422,MERCH-003,Tokopulse Premium Subscription,5999,38938.17,IDR,2026-03-14,601100,7242,debit,ID,ProcessorAlpha,approved
TXN-00423,MERCH-002,Tokopulse Marketplace,5816,291100.50,IDR,2026-02-23,453210,2472,debit,ID,ProcessorAlpha,approved
TXN-00424,MERCH-002,Tokopulse Marketplace,5999,663241.20,IDR,2026-03-22,545454,8302,prepaid,ID,ProcessorAlpha,approved
TXN-00425,MERCH-002,Tokopulse Marketplace,5999,21658.02,IDR,2026-02-22,424242,9261,prepaid,ID,ProcessorAlpha,approved
TXN-00426,MERCH-003,Tokopulse Premium Subscription,5816,738622.46,IDR,2026-04-06,470100,4150,prepaid,ID,ProcessorBeta,approved
TXN-00427,MERCH-004,Tokopulse Gaming,5999,168.91,USD,2026-03-06,453210,6158,prepaid,SG,ProcessorGamma,approved
TXN-00428,MERCH-001,Tokopulse Wallet Topup,5732,185.04,USD,2026-02-02,552233,1950,prepaid,SG,ProcessorAlpha,approved
TXN-00429,MERCH-004,Tokopulse Gaming,5732,669965.34,IDR,2026-04-18,650400,5328,debit,ID,ProcessorBeta,approved
TXN-00430,MERCH-002,Tokopulse Marketplace,5816,152929.80,IDR,2026-04-14,411111,2843,prepaid,ID,ProcessorAlpha,declined
TXN-00431,MERCH-003,Tokopulse Premium Subscription,5968,149.13,USD,2026-04-10,552233,6677,prepaid,NG,ProcessorAlpha,approved
TXN-00432,MERCH-001,Tokopulse Wallet Topup,5411,249.03,USD,2026-05-01,552233,5311,credit,US,ProcessorAlpha,approved
TXN-00433,MERCH-004,Tokopulse Gaming,5411,447.39,USD,2026-02-25,411111,2656,debit,SG,ProcessorAlpha,approved
TXN-00434,MERCH-002,Tokopulse Marketplace,5816,446645.90,IDR,2026-03-21,552233,3066,debit,ID,ProcessorGamma,approved
TXN-00435,MERCH-003,Tokopulse Premium Subscription,5999,250860.78,IDR,2026-03-28,650400,5927,debit,ID,ProcessorAlpha,approved
TXN-00436,MERCH-003,Tokopulse Premium Subscription,5968,60.67,USD,2026-04-20,601100,2618,debit,SG,ProcessorAlpha,approved
TXN-00437,MERCH-001,Tokopulse Wallet Topup,5999,360611.12,IDR,2026-04-12,424242,1252,debit,ID,ProcessorGamma,approved
TXN-00438,MERCH-004,Tokopulse Gaming,5411,432.89,BRL,2026-03-08,549920,7367,credit,BR,ProcessorGamma,approved
TXN-00439,MERCH-001,Tokopulse Wallet Topup,5999,258.36,BRL,2026-04-18,411511,3987,credit,BR,ProcessorGamma,approved
TXN-00440,MERCH-001,Tokopulse Wallet Topup,5912,418.03,GBP,2026-02-14,401234,2890,prepaid,GB,ProcessorGamma,approved
TXN-00441,MERCH-001,Tokopulse Wallet Topup,5411,308983.52,IDR,2026-04-04,601100,3043,prepaid,ID,ProcessorGamma,approved
TXN-00442,MERCH-002,Tokopulse Marketplace,5999,209.75,USD,2026-03-08,411511,1080,debit,NG,ProcessorAlpha,approved
TXN-00443,MERCH-001,Tokopulse Wallet Topup,5999,505841.86,IDR,2026-04-14,411511,4486,prepaid,ID,ProcessorAlpha,approved
TXN-00444,MERCH-002,Tokopulse Marketplace,5968,382919.54,IDR,2026-03-08,424242,6241,debit,ID,ProcessorGamma,approved
TXN-00445,MERCH-002,Tokopulse Marketplace,5411,497.63,BRL,2026-03-07,552233,9909,prepaid,BR,ProcessorBeta,approved
TXN-00446,MERCH-003,Tokopulse Premium Subscription,5816,242300.24,IDR,2026-03-18,401234,1288,debit,ID,ProcessorBeta,declined
TXN-00447,MERCH-001,Tokopulse Wallet Topup,5816,65.31,USD,2026-03-13,470100,2273,debit,SG,ProcessorAlpha,approved
TXN-00448,MERCH-003,Tokopulse Premium Subscription,5912,448830.45,IDR,2026-04-17,411511,7660,credit,ID,ProcessorGamma,approved
TXN-00449,MERCH-004,Tokopulse Gaming,5411,724068.12,IDR,2026-04-08,545454,3423,debit,ID,ProcessorBeta,approved
TXN-00450,MERCH-001,Tokopulse Wallet Topup,5816,19.04,USD,2026-04-05,545454,4484,prepaid,NG,ProcessorAlpha,approved
TXN-00451,MERCH-001,Tokopulse Wallet Topup,5411,301875.27,IDR,2026-04-16,401234,0896,debit,ID,ProcessorAlpha,approved
TXN-00452,MERCH-003,Tokopulse Premium Subscription,5816,486704.26,IDR,2026-04-14,552233,7449,credit,ID,ProcessorAlpha,approved
TXN-00453,MERCH-003,Tokopulse Premium Subscription,5816,311114.87,IDR,2026-03-08,401234,8457,credit,ID,ProcessorGamma,approved
TXN-00454,MERCH-004,Tokopulse Gaming,5816,623.19,BRL,2026-02-25,545454,4853,prepaid,BR,ProcessorBeta,approved
TXN-00455,MERCH-001,Tokopulse Wallet Topup,5999,581.22,BRL,2026-02-08,470100,8810,debit,BR,ProcessorAlpha,approved
TXN-00456,MERCH-003,Tokopulse Premium Subscription,5999,479687.75,IDR,2026-03-17,552233,2870,prepaid,ID,ProcessorAlpha,approved
TXN-00457,MERCH-003,Tokopulse Premium Subscription,5912,582946.28,IDR,2026-03-15,601100,7721,debit,ID,ProcessorAlpha,approved
TXN-00458,MERCH-001,Tokopulse Wallet Topup,5732,674517.41,IDR,2026-02-16,549920,4116,prepaid,ID,ProcessorGamma,approved
TXN-00459,MERCH-004,Tokopulse Gaming,5968,497402.72,IDR,2026-02-24,545454,8503,debit,ID,ProcessorBeta,declined
TXN-00460,MERCH-004,Tokopulse Gaming,5816,116663.60,IDR,2026-02-14,424242,6208,credit,ID,ProcessorAlpha,approved
TXN-00461,MERCH-001,Tokopulse Wallet Topup,5816,164909.83,IDR,2026-04-14,453210,5298,debit,ID,ProcessorAlpha,approved
TXN-00462,MERCH-004,Tokopulse Gaming,5816,8.63,USD,2026-02-26,650400,1704,credit,NG,ProcessorGamma,approved
TXN-00463,MERCH-002,Tokopulse Marketplace,5912,435461.99,IDR,2026-04-22,545454,1106,prepaid,ID,ProcessorBeta,approved
TXN-00464,MERCH-001,Tokopulse Wallet Topup,5411,494148.61,IDR,2026-03-02,650400,7728,prepaid,ID,ProcessorBeta,approved
TXN-00465,MERCH-002,Tokopulse Marketplace,5999,193.94,USD,2026-04-30,453210,3747,credit,SG,ProcessorAlpha,declined
TXN-00466,MERCH-004,Tokopulse Gaming,5816,318.78,USD,2026-04-23,401234,3278,credit,NG,ProcessorAlpha,approved
TXN-00467,MERCH-001,Tokopulse Wallet Topup,5411,191731.34,IDR,2026-02-28,650400,9112,prepaid,ID,ProcessorGamma,approved
TXN-00468,MERCH-004,Tokopulse Gaming,5816,358917.69,IDR,2026-04-02,510510,1582,credit,ID,ProcessorGamma,approved
TXN-00469,MERCH-002,Tokopulse Marketplace,5999,391412.96,IDR,2026-02-13,411511,6252,credit,ID,ProcessorAlpha,declined
TXN-00470,MERCH-001,Tokopulse Wallet Topup,5816,253.73,USD,2026-04-20,411111,8806,credit,SG,ProcessorBeta,approved
TXN-00471,MERCH-001,Tokopulse Wallet Topup,5999,149.03,USD,2026-03-22,552233,3416,credit,SG,ProcessorBeta,approved
TXN-00472,MERCH-002,Tokopulse Marketplace,5816,104782.91,IDR,2026-04-24,411511,1808,prepaid,ID,ProcessorBeta,approved
TXN-00473,MERCH-001,Tokopulse Wallet Topup,5411,340.44,USD,2026-02-11,411511,1661,credit,SG,ProcessorBeta,approved
TXN-00474,MERCH-003,Tokopulse Premium Subscription,5968,575379.18,IDR,2026-02-18,510510,5486,credit,ID,ProcessorAlpha,approved
TXN-00475,MERCH-001,Tokopulse Wallet Topup,5816,98547.11,IDR,2026-04-29,453210,6313,debit,ID,ProcessorGamma,approved
TXN-00476,MERCH-004,Tokopulse Gaming,5816,458.62,USD,2026-02-10,401234,0501,prepaid,US,ProcessorGamma,approved
TXN-00477,MERCH-002,Tokopulse Marketplace,5816,469759.36,IDR,2026-03-09,601100,4139,debit,ID,ProcessorAlpha,approved
TXN-00478,MERCH-003,Tokopulse Premium Subscription,5411,84617.13,IDR,2026-03-28,411111,7754,prepaid,ID,ProcessorAlpha,declined
TXN-00479,MERCH-003,Tokopulse Premium Subscription,5816,318125.64,IDR,2026-02-02,510510,5845,debit,ID,ProcessorAlpha,approved
TXN-00480,MERCH-001,Tokopulse Wallet Topup,5816,406032.15,IDR,2026-02-13,545454,6963,prepaid,ID,ProcessorAlpha,approved
TXN-00481,MERCH-003,Tokopulse Premium Subscription,5999,104565.34,IDR,2026-03-30,549920,8821,credit,ID,ProcessorAlpha,approved
TXN-00482,MERCH-004,Tokopulse Gaming,5816,325.66,GBP,2026-02-27,411511,0223,prepaid,GB,ProcessorAlpha,approved
TXN-00483,MERCH-003,Tokopulse Premium Subscription,5816,791.97,BRL,2026-02-22,601100,2726,prepaid,BR,ProcessorBeta,approved
TXN-00484,MERCH-003,Tokopulse Premium Subscription,5411,203989.89,IDR,2026-02-03,601100,4251,prepaid,ID,ProcessorAlpha,approved
TXN-00485,MERCH-002,Tokopulse Marketplace,5999,64929.99,IDR,2026-03-22,552233,1096,prepaid,ID,ProcessorAlpha,approved
TXN-00486,MERCH-001,Tokopulse Wallet Topup,5816,119540.61,IDR,2026-02-14,453210,8360,prepaid,ID,ProcessorBeta,approved
TXN-00487,MERCH-003,Tokopulse Premium Subscription,5816,202379.89,IDR,2026-03-22,650400,7289,prepaid,ID,ProcessorAlpha,approved
TXN-00488,MERCH-001,Tokopulse Wallet Topup,5411,626730.39,IDR,2026-02-03,650400,1746,credit,ID,ProcessorAlpha,approved
TXN-00489,MERCH-003,Tokopulse Premium Subscription,5968,474292.69,IDR,2026-02-24,552233,9617,debit,ID,ProcessorAlpha,approved
TXN-00490,MERCH-003,Tokopulse Premium Subscription,5816,368822.69,IDR,2026-02-07,424242,9332,prepaid,ID,ProcessorAlpha,approved
TXN-00491,MERCH-002,Tokopulse Marketplace,5968,25891.33,IDR,2026-02-16,411111,8883,prepaid,ID,ProcessorGamma,approved
TXN-00492,MERCH-002,Tokopulse Marketplace,5968,287304.55,IDR,2026-02-21,424242,4068,credit,ID,ProcessorAlpha,approved
TXN-00493,MERCH-003,Tokopulse Premium Subscription,5816,115.87,USD,2026-02-24,601100,5985,credit,NG,ProcessorGamma,approved
TXN-00494,MERCH-004,Tokopulse Gaming,5816,88210.46,IDR,2026-03-20,510510,0481,debit,ID,ProcessorGamma,approved
TXN-00495,MERCH-004,Tokopulse Gaming,5816,353065.63,IDR,2026-04-03,650400,7856,credit,ID,ProcessorAlpha,approved
TXN-00496,MERCH-002,Tokopulse Marketplace,5816,101958.20,IDR,2026-02-08,601100,3917,debit,ID,ProcessorAlpha,approved
TXN-00497,MERCH-001,Tokopulse Wallet Topup,5816,244.56,USD,2026-02-27,453210,6163,credit,SG,ProcessorBeta,approved
TXN-00498,MERCH-001,Tokopulse Wallet Topup,5816,123.67,USD,2026-02-21,601100,1662,credit,SG,ProcessorAlpha,approved
TXN-00499,MERCH-004,Tokopulse Gaming,5912,592019.41,IDR,2026-02-16,510510,5207,credit,ID,ProcessorAlpha,approved
TXN-00500,MERCH-002,Tokopulse Marketplace,5411,38.73,GBP,2026-05-01,510510,2948,prepaid,GB,ProcessorGamma,approved
TXN-00501,MERCH-001,Tokopulse Wallet Topup,5732,451.82,GBP,2026-04-23,552233,8800,prepaid,GB,ProcessorAlpha,approved
TXN-00502,MERCH-002,Tokopulse Marketplace,5999,73.95,GBP,2026-03-18,650400,5275,prepaid,GB,ProcessorAlpha,approved
TXN-00503,MERCH-001,Tokopulse Wallet Topup,5816,351.38,GBP,2026-02-02,549920,1342,debit,GB,ProcessorBeta,approved
TXN-00504,MERCH-002,Tokopulse Marketplace,5912,731958.90,IDR,2026-02-24,411111,3266,credit,ID,ProcessorAlpha,approved
TXN-00505,MERCH-004,Tokopulse Gaming,5816,11.24,GBP,2026-04-02,411111,8382,prepaid,GB,ProcessorAlpha,approved
TXN-00506,MERCH-004,Tokopulse Gaming,5999,680915.81,IDR,2026-02-24,552233,7480,debit,ID,ProcessorGamma,approved
TXN-00507,MERCH-002,Tokopulse Marketplace,5912,145468.65,IDR,2026-03-24,549920,6126,credit,ID,ProcessorBeta,approved
TXN-00508,MERCH-002,Tokopulse Marketplace,5999,611619.37,IDR,2026-04-18,411111,6333,credit,ID,ProcessorAlpha,approved
TXN-00509,MERCH-003,Tokopulse Premium Subscription,5816,140.58,USD,2026-03-25,545454,8555,credit,SG,ProcessorAlpha,approved
TXN-00510,MERCH-003,Tokopulse Premium Subscription,5816,325790.42,IDR,2026-02-10,411111,6699,debit,ID,ProcessorBeta,approved
TXN-00511,MERCH-002,Tokopulse Marketplace,5968,484.04,USD,2026-03-24,424242,1705,credit,NG,ProcessorAlpha,approved
TXN-00512,MERCH-003,Tokopulse Premium Subscription,5816,654781.88,IDR,2026-03-25,453210,4919,prepaid,ID,ProcessorAlpha,approved
TXN-00513,MERCH-001,Tokopulse Wallet Topup,5732,498719.96,IDR,2026-04-16,650400,8550,prepaid,ID,ProcessorBeta,approved
TXN-00514,MERCH-002,Tokopulse Marketplace,5999,674693.68,IDR,2026-04-14,601100,4188,prepaid,ID,ProcessorAlpha,approved
TXN-00515,MERCH-002,Tokopulse Marketplace,5999,204216.48,IDR,2026-02-09,601100,7728,credit,ID,ProcessorBeta,approved
TXN-00516,MERCH-003,Tokopulse Premium Subscription,5732,264922.43,IDR,2026-05-01,411111,7626,debit,ID,ProcessorGamma,approved
TXN-00517,MERCH-002,Tokopulse Marketplace,5816,413768.83,IDR,2026-03-23,601100,3809,debit,ID,ProcessorGamma,approved
TXN-00518,MERCH-003,Tokopulse Premium Subscription,5732,384.61,GBP,2026-02-16,601100,4358,credit,GB,ProcessorGamma,approved
TXN-00519,MERCH-001,Tokopulse Wallet Topup,5411,467747.13,IDR,2026-04-23,411511,5440,prepaid,ID,ProcessorAlpha,approved
TXN-00520,MERCH-003,Tokopulse Premium Subscription,5912,265.31,BRL,2026-04-02,549920,2636,debit,BR,ProcessorBeta,approved
TXN-00521,MERCH-003,Tokopulse Premium Subscription,5968,418.59,USD,2026-04-23,453210,9702,credit,US,ProcessorAlpha,approved
TXN-00522,MERCH-003,Tokopulse Premium Subscription,5968,85.89,GBP,2026-02-08,510510,9646,credit,GB,ProcessorBeta,approved
TXN-00523,MERCH-002,Tokopulse Marketplace,5999,209.07,USD,2026-04-12,411111,0077,credit,US,ProcessorAlpha,approved
TXN-00524,MERCH-001,Tokopulse Wallet Topup,5816,142586.05,IDR,2026-02-22,470100,3872,credit,ID,ProcessorAlpha,approved
TXN-00525,MERCH-001,Tokopulse Wallet Topup,5816,727920.93,IDR,2026-02-19,453210,5716,debit,ID,ProcessorAlpha,approved
TXN-00526,MERCH-003,Tokopulse Premium Subscription,5732,438.01,USD,2026-03-14,601100,2661,debit,NG,ProcessorAlpha,approved
TXN-00527,MERCH-001,Tokopulse Wallet Topup,5816,349.83,USD,2026-03-05,453210,5384,debit,US,ProcessorAlpha,approved
TXN-00528,MERCH-004,Tokopulse Gaming,5999,697793.30,IDR,2026-04-12,424242,6927,debit,ID,ProcessorGamma,approved
TXN-00529,MERCH-003,Tokopulse Premium Subscription,5816,243863.99,IDR,2026-02-09,470100,9604,credit,ID,ProcessorGamma,approved
TXN-00530,MERCH-002,Tokopulse Marketplace,5912,596583.31,IDR,2026-03-01,470100,7731,prepaid,ID,ProcessorBeta,approved
TXN-00531,MERCH-004,Tokopulse Gaming,5816,701188.80,IDR,2026-02-27,424242,3947,debit,ID,ProcessorAlpha,approved
TXN-00532,MERCH-004,Tokopulse Gaming,5411,363.59,USD,2026-02-03,411511,8401,debit,SG,ProcessorAlpha,approved
TXN-00533,MERCH-002,Tokopulse Marketplace,5912,499.48,BRL,2026-02-23,552233,4272,credit,BR,ProcessorAlpha,approved
TXN-00534,MERCH-002,Tokopulse Marketplace,5912,581922.99,IDR,2026-05-01,411111,5073,debit,ID,ProcessorBeta,declined
TXN-00535,MERCH-003,Tokopulse Premium Subscription,5968,63.41,BRL,2026-04-18,411511,5325,prepaid,BR,ProcessorAlpha,approved
TXN-00536,MERCH-002,Tokopulse Marketplace,5968,354390.36,IDR,2026-02-25,424242,8540,debit,ID,ProcessorAlpha,approved
TXN-00537,MERCH-004,Tokopulse Gaming,5816,93068.59,IDR,2026-02-08,411511,1092,debit,ID,ProcessorBeta,approved
TXN-00538,MERCH-002,Tokopulse Marketplace,5732,704474.07,IDR,2026-03-25,650400,7321,prepaid,ID,ProcessorGamma,approved
TXN-00539,MERCH-003,Tokopulse Premium Subscription,5816,580323.93,IDR,2026-02-11,401234,0612,prepaid,ID,ProcessorBeta,approved
TXN-00540,MERCH-002,Tokopulse Marketplace,5999,40816.66,IDR,2026-04-25,453210,5583,debit,ID,ProcessorAlpha,approved
TXN-00541,MERCH-001,Tokopulse Wallet Topup,5816,541166.76,IDR,2026-02-06,424242,2212,prepaid,ID,ProcessorAlpha,approved
TXN-00542,MERCH-001,Tokopulse Wallet Topup,5411,135527.22,IDR,2026-04-09,470100,3926,credit,ID,ProcessorBeta,approved
TXN-00543,MERCH-004,Tokopulse Gaming,5411,302.70,BRL,2026-03-03,601100,1502,debit,BR,ProcessorAlpha,approved
TXN-00544,MERCH-004,Tokopulse Gaming,5816,458977.87,IDR,2026-03-08,650400,3307,prepaid,ID,ProcessorGamma,approved
TXN-00545,MERCH-002,Tokopulse Marketplace,5732,93645.11,IDR,2026-04-06,470100,4180,prepaid,ID,ProcessorAlpha,approved
TXN-00546,MERCH-004,Tokopulse Gaming,5999,251110.41,IDR,2026-02-22,470100,3072,prepaid,ID,ProcessorBeta,approved
TXN-00547,MERCH-004,Tokopulse Gaming,5816,437545.67,IDR,2026-02-01,411111,0644,credit,ID,ProcessorGamma,approved
TXN-00548,MERCH-003,Tokopulse Premium Subscription,5968,712962.37,IDR,2026-03-10,545454,6197,debit,ID,ProcessorAlpha,approved
TXN-00549,MERCH-001,Tokopulse Wallet Topup,5912,570873.40,IDR,2026-04-13,545454,0855,prepaid,ID,ProcessorGamma,approved
TXN-00550,MERCH-002,Tokopulse Marketplace,5968,385843.44,IDR,2026-03-13,424242,2188,credit,ID,ProcessorAlpha,approved
TXN-00551,MERCH-003,Tokopulse Premium Subscription,5411,673476.35,IDR,2026-02-22,552233,2278,prepaid,ID,ProcessorGamma,approved
TXN-00552,MERCH-001,Tokopulse Wallet Topup,5411,360610.59,IDR,2026-03-31,411511,3508,prepaid,ID,ProcessorGamma,approved
TXN-00553,MERCH-003,Tokopulse Premium Subscription,5816,88792.16,IDR,2026-03-13,549920,0418,credit,ID,ProcessorGamma,approved
TXN-00554,MERCH-003,Tokopulse Premium Subscription,5816,251.45,USD,2026-02-06,453210,6583,debit,US,ProcessorAlpha,approved
TXN-00555,MERCH-004,Tokopulse Gaming,5999,360798.23,IDR,2026-03-16,601100,5771,prepaid,ID,ProcessorBeta,approved
TXN-00556,MERCH-001,Tokopulse Wallet Topup,5999,38.88,USD,2026-03-29,401234,3720,credit,US,ProcessorAlpha,approved
TXN-00557,MERCH-002,Tokopulse Marketplace,5411,464.16,USD,2026-04-25,549920,9312,credit,SG,ProcessorBeta,approved
TXN-00558,MERCH-004,Tokopulse Gaming,5912,16.70,USD,2026-02-16,401234,8579,debit,US,ProcessorAlpha,approved
TXN-00559,MERCH-003,Tokopulse Premium Subscription,5999,604267.22,IDR,2026-02-28,453210,7101,credit,ID,ProcessorAlpha,declined
TXN-00560,MERCH-004,Tokopulse Gaming,5816,745.22,BRL,2026-02-25,552233,8446,prepaid,BR,ProcessorAlpha,declined
TXN-00561,MERCH-002,Tokopulse Marketplace,5732,10.36,USD,2026-02-18,650400,9193,credit,SG,ProcessorBeta,approved
TXN-00562,MERCH-002,Tokopulse Marketplace,5999,440.08,GBP,2026-02-14,411111,0908,credit,GB,ProcessorGamma,approved
TXN-00563,MERCH-001,Tokopulse Wallet Topup,5816,418.42,BRL,2026-02-19,411511,7180,credit,BR,ProcessorBeta,approved
TXN-00564,MERCH-004,Tokopulse Gaming,5968,304.06,USD,2026-03-01,424242,7672,credit,US,ProcessorAlpha,approved
TXN-00565,MERCH-001,Tokopulse Wallet Topup,5816,565042.41,IDR,2026-03-02,411111,2874,credit,ID,ProcessorAlpha,approved
TXN-00566,MERCH-002,Tokopulse Marketplace,5816,375.86,USD,2026-04-17,545454,6953,prepaid,US,ProcessorBeta,approved
TXN-00567,MERCH-001,Tokopulse Wallet Topup,5912,653902.91,IDR,2026-02-08,650400,6800,credit,ID,ProcessorGamma,approved
TXN-00568,MERCH-003,Tokopulse Premium Subscription,5816,748244.29,IDR,2026-03-15,650400,3258,credit,ID,ProcessorAlpha,approved
TXN-00569,MERCH-002,Tokopulse Marketplace,5999,335446.08,IDR,2026-03-11,601100,1392,credit,ID,ProcessorAlpha,approved
TXN-00570,MERCH-002,Tokopulse Marketplace,5816,385852.32,IDR,2026-02-23,401234,9700,debit,ID,ProcessorAlpha,approved
TXN-00571,MERCH-004,Tokopulse Gaming,5999,102.99,USD,2026-04-16,510510,3816,credit,SG,ProcessorAlpha,approved
TXN-00572,MERCH-003,Tokopulse Premium Subscription,5816,311496.22,IDR,2026-03-17,470100,6421,prepaid,ID,ProcessorBeta,approved
TXN-00573,MERCH-002,Tokopulse Marketplace,5999,8.17,USD,2026-04-02,650400,6580,debit,US,ProcessorAlpha,approved
TXN-00574,MERCH-003,Tokopulse Premium Subscription,5816,474.91,USD,2026-02-18,424242,6533,debit,SG,ProcessorBeta,approved
TXN-00575,MERCH-002,Tokopulse Marketplace,5999,420650.67,IDR,2026-04-24,549920,0438,prepaid,ID,ProcessorAlpha,approved
TXN-00576,MERCH-003,Tokopulse Premium Subscription,5732,216889.72,IDR,2026-04-07,650400,8715,debit,ID,ProcessorGamma,approved
TXN-00577,MERCH-004,Tokopulse Gaming,5968,299532.69,IDR,2026-04-18,453210,0274,debit,ID,ProcessorBeta,approved
TXN-00578,MERCH-004,Tokopulse Gaming,5999,23817.75,IDR,2026-03-14,453210,6181,credit,ID,ProcessorAlpha,approved
TXN-00579,MERCH-001,Tokopulse Wallet Topup,5816,556490.55,IDR,2026-02-17,545454,0943,debit,ID,ProcessorAlpha,approved
TXN-00580,MERCH-003,Tokopulse Premium Subscription,5816,473.74,USD,2026-04-11,453210,2434,debit,NG,ProcessorBeta,declined
TXN-00581,MERCH-002,Tokopulse Marketplace,5732,430.01,USD,2026-03-21,411111,2940,prepaid,NG,ProcessorAlpha,approved
TXN-00582,MERCH-002,Tokopulse Marketplace,5816,56120.21,IDR,2026-02-15,510510,2760,credit,ID,ProcessorAlpha,approved
TXN-00583,MERCH-004,Tokopulse Gaming,5816,160126.65,IDR,2026-03-17,424242,5908,credit,ID,ProcessorBeta,declined
TXN-00584,MERCH-004,Tokopulse Gaming,5912,201185.14,IDR,2026-03-01,549920,2868,credit,ID,ProcessorAlpha,approved
TXN-00585,MERCH-002,Tokopulse Marketplace,5816,342464.83,IDR,2026-04-20,424242,7202,prepaid,ID,ProcessorBeta,approved
TXN-00586,MERCH-001,Tokopulse Wallet Topup,5816,456742.55,IDR,2026-03-15,650400,2416,credit,ID,ProcessorBeta,approved
TXN-00587,MERCH-002,Tokopulse Marketplace,5411,130118.79,IDR,2026-04-23,650400,8435,credit,ID,ProcessorAlpha,approved
TXN-00588,MERCH-003,Tokopulse Premium Subscription,5816,464.51,BRL,2026-04-25,601100,9503,prepaid,BR,ProcessorAlpha,declined
TXN-00589,MERCH-002,Tokopulse Marketplace,5816,212676.88,IDR,2026-02-27,549920,0070,prepaid,ID,ProcessorGamma,approved
TXN-00590,MERCH-003,Tokopulse Premium Subscription,5999,134.83,GBP,2026-04-19,549920,8946,debit,GB,ProcessorAlpha,approved
TXN-00591,MERCH-003,Tokopulse Premium Subscription,5816,78.80,USD,2026-02-10,453210,9609,prepaid,SG,ProcessorBeta,approved
TXN-00592,MERCH-004,Tokopulse Gaming,5816,447890.81,IDR,2026-02-17,470100,1862,prepaid,ID,ProcessorAlpha,approved
TXN-00593,MERCH-004,Tokopulse Gaming,5968,83.46,BRL,2026-03-29,650400,8091,prepaid,BR,ProcessorBeta,approved
